"LLIW","InsChange","MeanRH","WindFieldMt","SubjVertMo","SynForcng","LoLevMoistAd","Boundaries","AMInsWliScen","N34StarFcst","N0_7muVerMo","WndHodograph","ScenRel3_4","WindAloft","AreaMeso_ALS","ScenRelAMIns","CapInScen","Dewpoints","MorningCIN","CldShadeOth","Date","MorningBound","LIfr12ZDENSd","InsSclInScen","InsInMt","IRCloudCover","RHRatio","LatestCIN","QGVertMotion","MountainFcst","MvmtFeatures","SatContMoist","SfcWndShfDis","Scenario","CapChange","AMInstabMt","CurPropConv","AMCINInScen","CldShadeConv","RaoContMoist","CompPlFcst","LowLLapse","R5Fcst","PlainsFcst","MidLLapse","ScnRelPlFcst","AMDewptCalPl","CombVerMo","WindFieldPln","AreaMoDryAir","CombClouds","VISCloudCov","CombMoisture","OutflowFrMt","ScenRelAMCIN","TempDis"
"Moderate","LittleChange","Average","LVorOther","WeakUp","LittleChange","WeakPos","Weak","Average","SVR","WeakUp","Westerly","GJ","LV","WeakUp","CDEJ","MoreThanAve","LowSHighN","None","PC","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","Clear","Other","None","Neutral","XNIL","NoMajor","Neutral","DryLine","J","Increasing","Strong","Moderate","LessThanAve","Marked","VeryWet","IncCapDecIns","CloseToDryAd","SVR","SVR","Steep","J","Neutral","WeakUp","LV","Wet","PC","Cloudy","VeryWet","Strong","CThruK","QStationary"
"Strong","Increasing","Average","LVorOther","Neutral","NegToPos","WeakPos","Weak","MoreUnstable","SVR","Neutral","Other","D","SWQuad","Neutral","CDEJ","MoreThanAve","LowAtStation","TotalInhibit","Cloudy","Jul2_Jul15","Weak","N1GtLIGt_4","MoreUnstable","Strong","Cloudy","DryMMoistL","Stifling","Down","SIG","MarkedUpper","Dry","DryLine","D","LittleChange","Strong","Slight","MoreThanAve","None","Neutral","LittleChange","Steep","SVR","SVR","Steep","D","Instability","Neutral","SEQuad","Neutral","Cloudy","PC","Neutral","Weak","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","StronUp","SigNegative","WeakPos","Weak","Average","XNIL","WeakUp","StrongWest","ACEFK","LV","WeakUp","F","LessThanAve","HighEvrywher","Stifling","Clear","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","Cloudy","Other","None","Neutral","XNIL","NoMajor","Wet","None","F","Decreasing","Strong","Moderate","MoreThanAve","Marked","Neutral","DecCapIncIns","ModerateOrLe","XNIL","XNIL","ModerateOrLe","F","Instability","WeakUp","SEQuad","Wet","Clear","Clear","Wet","Strong","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Neutral","NegToPos","WeakPos","Strong","Average","XNIL","Neutral","DCVZFavor","B","AllElse","StrongUp","ABI","LessThanAve","Other","None","Cloudy","Jun15_Jul1","None","N5GtLIGt_8","MoreUnstable","Strong","PC","Other","PartInhibit","StrongUp","XNIL","NoMajor","Neutral","DenvCyclone","B","LittleChange","Strong","Slight","LessThanAve","Some","Neutral","LittleChange","Steep","XNIL","XNIL","CloseToDryAd","B","Stability","StrongUp","SEQuad","Dry","PC","PC","Dry","Strong","AB","Other"
"Weak","Decreasing","Dry","Westerly","Neutral","SigNegative","Neutral","Strong","LessUnstable","XNIL","Down","Other","D","SWQuad","Neutral","CDEJ","LessThanAve","LowMtsHighPl","PartInhibit","Clear","May15_Jun14","Strong","N5GtLIGt_8","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Neutral","SIG","MarkedUpper","VeryWet","DryLine","D","Decreasing","Strong","Slight","Average","Some","Dry","DecCapIncIns","CloseToDryAd","SIG","XNIL","Steep","D","Stability","Neutral","SEQuad","Dry","Clear","Clear","Dry","None","CThruK","None"
"Moderate","LittleChange","Dry","Westerly","Neutral","LittleChange","Neutral","Strong","Average","SIG","WeakUp","Other","ACEFK","NWQuad","WeakUp","CDEJ","LessThanAve","LowEvrywhere","Stifling","Clear","May15_Jun14","None","N5GtLIGt_8","Average","Weak","PC","Other","None","WeakUp","XNIL","NoMajor","Wet","E_W_N","C","Decreasing","None","Strong","Average","Some","Neutral","DecCapIncIns","Steep","SIG","SIG","Steep","C","Neutral","WeakUp","LongAnticyc","Neutral","Clear","Clear","Neutral","Weak","CThruK","None"
"Strong","Decreasing","Average","Westerly","StronUp","LittleChange","Neutral","Weak","LessUnstable","XNIL","WeakUp","DCVZFavor","ACEFK","SWQuad","Neutral","CDEJ","LessThanAve","LowEvrywhere","PartInhibit","PC","Aug20_Sep15","None","LIGt0","LessUnstable","Weak","PC","DryMMoistL","Stifling","Neutral","XNIL","NoMajor","Dry","MovingFtorOt","E","LittleChange","Weak","Moderate","LessThanAve","Some","Wet","LittleChange","CloseToDryAd","XNIL","XNIL","ModerateOrLe","E","Neutral","Neutral","LV","VeryWet","PC","PC","VeryWet","Weak","CThruK","None"
"Strong","Increasing","VeryMoist","Westerly","Down","SigPositive","StrongPos","None","Average","XNIL","Neutral","Westerly","ACEFK","AllElse","Neutral","K","Average","Other","Stifling","PC","May15_Jun14","None","LIGt0","MoreUnstable","Weak","Cloudy","DryMMoistL","TotalInhibit","Neutral","XNIL","StrongFront","Wet","MovingFtorOt","K","LittleChange","None","Slight","Average","None","Neutral","LittleChange","Stable","XNIL","XNIL","ModerateOrLe","K","Instability","Neutral","LV","Neutral","PC","PC","Wet","None","CThruK","None"
"Weak","Increasing","Average","LVorOther","Neutral","NegToPos","StrongPos","Strong","LessUnstable","XNIL","Neutral","DCVZFavor","B","NWQuad","Neutral","ABI","LessThanAve","LowAtStation","PartInhibit","PC","Jul16_Aug10","Weak","LIGt0","MoreUnstable","Strong","Cloudy","DryMMoistL","None","Neutral","SIG","StrongFront","Dry","DenvCyclone","B","LittleChange","Strong","Slight","LessThanAve","Some","Neutral","LittleChange","ModerateOrLe","SIG","XNIL","ModerateOrLe","B","Stability","Neutral","SEQuad","Wet","PC","PC","Wet","Strong","AB","Other"
"Weak","Decreasing","Average","LVorOther","WeakUp","SigPositive","Negative","None","Average","XNIL","WeakUp","StrongWest","HI","SWQuad","StrongUp","H","LessThanAve","LowMtsHighPl","PartInhibit","PC","Aug20_Sep15","None","N5GtLIGt_8","LessUnstable","None","PC","DryMMoistL","Stifling","StrongUp","XNIL","MarkedUpper","Dry","None","H","Decreasing","None","Slight","LessThanAve","None","Dry","DecCapIncIns","Stable","XNIL","XNIL","ModerateOrLe","H","Stability","StrongUp","E_NE","Neutral","Clear","Cloudy","Dry","None","CThruK","None"
"Strong","Decreasing","Average","LVorOther","Neutral","NegToPos","Neutral","Strong","MoreUnstable","SVR","StrongUp","DCVZFavor","HI","LV","Neutral","H","MoreThanAve","LowMtsHighPl","Stifling","PC","May15_Jun14","None","N5GtLIGt_8","Average","Strong","PC","DryMMoistL","None","Down","SIG","NoMajor","Neutral","MovingFtorOt","H","LittleChange","Weak","Strong","MoreThanAve","Marked","Neutral","LittleChange","Stable","SVR","SVR","CloseToDryAd","H","Neutral","Neutral","E_NE","Neutral","PC","PC","Neutral","Strong","CThruK","Moving"
"Weak","LittleChange","Average","LVorOther","Neutral","SigNegative","Neutral","Strong","MoreUnstable","XNIL","StrongUp","Other","ACEFK","NWQuad","WeakUp","CDEJ","Average","LowEvrywhere","PartInhibit","Cloudy","Jul2_Jul15","Weak","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","TotalInhibit","Neutral","XNIL","NoMajor","Neutral","E_W_S","C","Increasing","Strong","None","Average","Some","Neutral","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","C","Instability","WeakUp","LongAnticyc","Neutral","Cloudy","Cloudy","Neutral","None","CThruK","Other"
"Moderate","LittleChange","Dry","LVorOther","Neutral","LittleChange","WeakPos","Weak","MoreUnstable","XNIL","Neutral","Westerly","B","NWQuad","Neutral","ABI","LessThanAve","HighEvrywher","PartInhibit","PC","May15_Jun14","None","N5GtLIGt_8","MoreUnstable","Strong","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Dry","None","B","Decreasing","Strong","Slight","Average","Some","Dry","DecCapIncIns","Stable","XNIL","SIG","ModerateOrLe","B","Instability","Neutral","LongAnticyc","VeryWet","PC","PC","VeryWet","Strong","AB","Moving"
"Weak","Decreasing","VeryMoist","LVorOther","Down","PosToNeg","Negative","Weak","Average","XNIL","Neutral","DCVZFavor","ACEFK","AllElse","Neutral","F","LessThanAve","HighEvrywher","Stifling","Clear","Jul16_Aug10","Weak","N1GtLIGt_4","Average","Weak","Clear","Other","TotalInhibit","Neutral","XNIL","MarkedUpper","Dry","Other","F","Decreasing","None","None","MoreThanAve","Some","Neutral","DecCapIncIns","ModerateOrLe","XNIL","XNIL","ModerateOrLe","F","Instability","Neutral","E_NE","Dry","Clear","PC","Dry","Weak","CThruK","None"
"Strong","Increasing","Average","Westerly","Neutral","PosToNeg","WeakPos","Weak","LessUnstable","XNIL","Down","DCVZFavor","ACEFK","LV","Down","CDEJ","MoreThanAve","LowNHighS","None","Clear","Jul16_Aug10","Weak","N1GtLIGt_4","Average","Strong","Clear","MoistMDryL","Stifling","StrongUp","SIG","OtherRapid","VeryWet","None","E","Increasing","Strong","Moderate","LessThanAve","Marked","VeryWet","IncCapDecIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","E","Stability","Down","WidespdDnsl","Wet","Clear","Clear","VeryWet","Weak","CThruK","None"
"Strong","Increasing","Dry","LVorOther","Neutral","PosToNeg","StrongPos","Weak","MoreUnstable","SIG","WeakUp","Other","ACEFK","SWQuad","WeakUp","CDEJ","LessThanAve","LowSHighN","None","PC","Jun15_Jul1","None","N1GtLIGt_4","MoreUnstable","Weak","PC","MoistMDryL","Stifling","Neutral","XNIL","NoMajor","Dry","DryLine","E","LittleChange","None","Strong","LessThanAve","None","Dry","LittleChange","Steep","SIG","SIG","Steep","E","Stability","WeakUp","DenvCyclone","Wet","PC","PC","VeryWet","Weak","CThruK","Other"
"Moderate","Increasing","Dry","LVorOther","Neutral","LittleChange","Neutral","Strong","MoreUnstable","XNIL","Neutral","Other","ACEFK","AllElse","Neutral","CDEJ","Average","Other","PartInhibit","Clear","May15_Jun14","Strong","N1GtLIGt_4","MoreUnstable","None","Clear","MoistMDryL","PartInhibit","Neutral","XNIL","NoMajor","Dry","DryLine","C","LittleChange","None","Slight","Average","None","Neutral","LittleChange","Steep","XNIL","XNIL","CloseToDryAd","C","Instability","Neutral","LongAnticyc","Dry","Clear","PC","Dry","None","CThruK","None"
"Unfavorable","LittleChange","Dry","Westerly","Neutral","PosToNeg","Neutral","Weak","LessUnstable","XNIL","Down","DCVZFavor","D","NWQuad","Neutral","CDEJ","LessThanAve","LowEvrywhere","PartInhibit","PC","Aug11_Aug20","None","N1GtLIGt_4","LessUnstable","Weak","PC","Other","PartInhibit","Neutral","XNIL","OtherRapid","Neutral","DenvCyclone","D","Decreasing","Weak","None","LessThanAve","Some","Neutral","DecCapIncIns","Steep","XNIL","XNIL","CloseToDryAd","D","Stability","Neutral","WidespdDnsl","Neutral","PC","PC","Neutral","None","CThruK","None"
"Weak","Decreasing","Dry","Westerly","Neutral","LittleChange","Negative","None","LessUnstable","SIG","StrongUp","Other","GJ","NWQuad","WeakUp","G","Average","LowAtStation","PartInhibit","Cloudy","May15_Jun14","None","N5GtLIGt_8","LessUnstable","None","PC","Other","PartInhibit","Neutral","XNIL","NoMajor","Neutral","None","G","Increasing","None","None","Average","None","Wet","IncCapDecIns","CloseToDryAd","SIG","SIG","CloseToDryAd","G","Stability","WeakUp","WidespdDnsl","VeryWet","Clear","PC","Wet","None","CThruK","None"
"Moderate","Decreasing","Dry","LVorOther","Down","LittleChange","WeakPos","Weak","Average","XNIL","StrongUp","StrongWest","GJ","LV","Down","CDEJ","LessThanAve","LowAtStation","None","Clear","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","Clear","Other","PartInhibit","Down","XNIL","NoMajor","Wet","DryLine","J","Increasing","Strong","Moderate","LessThanAve","Marked","Neutral","IncCapDecIns","Steep","XNIL","XNIL","ModerateOrLe","J","Stability","Down","LV","Wet","Clear","Clear","Wet","Strong","CThruK","Other"
"Moderate","LittleChange","VeryMoist","Westerly","WeakUp","LittleChange","Neutral","Weak","LessUnstable","SVR","Neutral","DCVZFavor","B","NWQuad","Neutral","ABI","LessThanAve","LowSHighN","PartInhibit","Clear","Jul16_Aug10","Weak","LIGt0","LessUnstable","Weak","Clear","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","DenvCyclone","B","Decreasing","Weak","Strong","Average","None","Wet","DecCapIncIns","Steep","SVR","SVR","ModerateOrLe","B","Stability","Neutral","SEQuad","Neutral","Clear","PC","Neutral","None","AB","Other"
"Unfavorable","Decreasing","VeryMoist","LVorOther","Down","LittleChange","Negative","Strong","Average","XNIL","WeakUp","StrongWest","B","AllElse","Down","ABI","LessThanAve","LowMtsHighPl","Stifling","Clear","Aug20_Sep15","None","N5GtLIGt_8","Average","Strong","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","VeryWet","DenvCyclone","B","Decreasing","None","None","MoreThanAve","Marked","Neutral","DecCapIncIns","CloseToDryAd","XNIL","XNIL","ModerateOrLe","B","Neutral","Down","SEQuad","Neutral","PC","PC","Wet","Strong","AB","None"
"Strong","Increasing","Dry","Westerly","Neutral","PosToNeg","StrongPos","Weak","Average","SVR","Down","StrongWest","ACEFK","SWQuad","Down","CDEJ","Average","LowNHighS","None","PC","Jun15_Jul1","Weak","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","None","Down","SVR","OtherRapid","Dry","Other","E","Increasing","Strong","Strong","LessThanAve","Marked","Neutral","IncCapDecIns","CloseToDryAd","SVR","SVR","Steep","E","Stability","Down","LV","Neutral","Cloudy","Cloudy","Neutral","Strong","CThruK","None"
"Moderate","Decreasing","VeryMoist","Westerly","WeakUp","LittleChange","WeakPos","Strong","Average","SVR","WeakUp","DCVZFavor","ACEFK","AllElse","StrongUp","CDEJ","LessThanAve","LowNHighS","None","PC","Aug20_Sep15","None","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","PartInhibit","StrongUp","SIG","NoMajor","VeryWet","DryLine","E","Decreasing","Strong","Slight","LessThanAve","Some","Dry","DecCapIncIns","Stable","SVR","SVR","ModerateOrLe","E","Instability","StrongUp","LV","VeryWet","Clear","Clear","VeryWet","Strong","CThruK","QStationary"
"Strong","Increasing","VeryMoist","Westerly","WeakUp","NegToPos","Neutral","Weak","LessUnstable","XNIL","Neutral","Westerly","ACEFK","SWQuad","Neutral","CDEJ","MoreThanAve","HighEvrywher","PartInhibit","Cloudy","Jul16_Aug10","Weak","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","None","StrongUp","SIG","NoMajor","Neutral","DryLine","E","Increasing","Strong","Strong","Average","Some","Neutral","IncCapDecIns","CloseToDryAd","SIG","XNIL","ModerateOrLe","E","Neutral","Neutral","LV","Dry","Cloudy","PC","Dry","Strong","CThruK","Moving"
"Strong","LittleChange","Dry","LVorOther","StronUp","SigNegative","Negative","Weak","Average","SIG","Neutral","DCVZFavor","ACEFK","NWQuad","WeakUp","K","LessThanAve","Other","None","Clear","Jul2_Jul15","None","LIGt0","Average","Strong","Clear","Other","None","Neutral","XNIL","MarkedUpper","VeryWet","MovingFtorOt","K","Decreasing","Weak","Slight","LessThanAve","Some","Dry","DecCapIncIns","ModerateOrLe","SIG","SIG","ModerateOrLe","K","Instability","WeakUp","E_NE","Wet","Clear","PC","Wet","Strong","CThruK","Moving"
"Moderate","LittleChange","Dry","Westerly","Neutral","SigPositive","Negative","Strong","MoreUnstable","XNIL","Neutral","Westerly","GJ","LV","Neutral","G","MoreThanAve","LowNHighS","TotalInhibit","Clear","Jul2_Jul15","None","LILt_8","MoreUnstable","Strong","PC","MoistMDryL","None","Down","SIG","NoMajor","Neutral","Other","G","Increasing","Weak","Strong","MoreThanAve","Some","Neutral","IncCapDecIns","CloseToDryAd","SIG","XNIL","CloseToDryAd","G","Stability","Neutral","LV","Neutral","Clear","Clear","Neutral","Weak","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Down","SigPositive","Negative","None","Average","SVR","Down","DCVZFavor","HI","NWQuad","Neutral","H","LessThanAve","LowAtStation","PartInhibit","Clear","Jul2_Jul15","None","LILt_8","Average","Strong","PC","DryMMoistL","None","Neutral","SVR","NoMajor","Neutral","MovingFtorOt","H","Increasing","Weak","Strong","LessThanAve","Marked","VeryWet","IncCapDecIns","ModerateOrLe","SVR","SVR","Steep","H","Instability","Neutral","E_NE","Wet","PC","Clear","Wet","Weak","CThruK","Moving"
"Moderate","LittleChange","VeryMoist","LVorOther","Neutral","LittleChange","WeakPos","Strong","MoreUnstable","SVR","Down","DCVZFavor","ACEFK","LV","WeakUp","F","Average","HighEvrywher","Stifling","Clear","May15_Jun14","None","LILt_8","MoreUnstable","Strong","Clear","Other","None","StrongUp","SVR","NoMajor","Neutral","None","F","LittleChange","Strong","Moderate","Average","Some","Neutral","LittleChange","ModerateOrLe","SVR","SVR","ModerateOrLe","F","Instability","WeakUp","E_NE","Neutral","Clear","PC","Neutral","Weak","CThruK","None"
"Moderate","Decreasing","VeryMoist","LVorOther","WeakUp","LittleChange","Negative","None","LessUnstable","XNIL","StrongUp","Westerly","GJ","LV","StrongUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","PC","Jul16_Aug10","None","N1GtLIGt_4","LessUnstable","None","Clear","MoistMDryL","None","Neutral","XNIL","NoMajor","Dry","DryLine","J","LittleChange","None","Moderate","LessThanAve","None","Neutral","LittleChange","Steep","XNIL","XNIL","ModerateOrLe","J","Stability","StrongUp","LV","Wet","Clear","Clear","Neutral","None","CThruK","None"
"Weak","Increasing","Average","Westerly","WeakUp","LittleChange","StrongPos","Weak","LessUnstable","SIG","Neutral","Westerly","B","AllElse","WeakUp","ABI","LessThanAve","LowSHighN","PartInhibit","PC","Jul16_Aug10","Weak","N1GtLIGt_4","MoreUnstable","Weak","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","DenvCyclone","B","LittleChange","None","None","LessThanAve","None","Wet","LittleChange","Stable","SIG","SIG","Steep","B","Stability","WeakUp","DenvCyclone","VeryWet","PC","PC","Wet","Weak","AB","None"
"Weak","Increasing","VeryMoist","Westerly","Neutral","SigNegative","WeakPos","Strong","Average","XNIL","StrongUp","Other","ACEFK","AllElse","Neutral","F","MoreThanAve","HighEvrywher","TotalInhibit","PC","Jul16_Aug10","Strong","N5GtLIGt_8","MoreUnstable","Weak","Cloudy","Other","PartInhibit","Down","SIG","NoMajor","Neutral","None","F","LittleChange","Weak","None","MoreThanAve","None","Wet","LittleChange","ModerateOrLe","SIG","XNIL","ModerateOrLe","F","Stability","Neutral","SEQuad","Neutral","Cloudy","Clear","Neutral","Weak","CThruK","None"
"Moderate","Decreasing","VeryMoist","LVorOther","Down","SigNegative","Negative","Strong","MoreUnstable","XNIL","Down","Other","ACEFK","AllElse","Down","K","Average","Other","PartInhibit","Clear","Aug20_Sep15","None","N1GtLIGt_4","MoreUnstable","Strong","PC","Other","None","Neutral","SIG","StrongFront","Wet","E_W_N","K","Decreasing","Strong","Moderate","Average","None","Neutral","DecCapIncIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","K","Stability","Down","LongAnticyc","Wet","Clear","Clear","Neutral","Strong","CThruK","Moving"
"Weak","Increasing","Dry","LVorOther","Neutral","PosToNeg","WeakPos","None","LessUnstable","XNIL","WeakUp","Other","D","SWQuad","WeakUp","CDEJ","LessThanAve","LowMtsHighPl","None","PC","Jul16_Aug10","None","N5GtLIGt_8","MoreUnstable","Weak","Clear","DryMMoistL","PartInhibit","StrongUp","XNIL","StrongFront","Wet","DryLine","D","LittleChange","None","Slight","LessThanAve","None","Dry","LittleChange","Steep","XNIL","XNIL","CloseToDryAd","D","Stability","WeakUp","LongAnticyc","Wet","PC","Clear","Neutral","None","CThruK","Other"
"Weak","Decreasing","Dry","Westerly","Down","LittleChange","Negative","Weak","Average","XNIL","WeakUp","Westerly","ACEFK","SWQuad","WeakUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","PC","Jul16_Aug10","None","LIGt0","Average","Strong","Clear","MoistMDryL","None","StrongUp","SVR","NoMajor","Wet","None","E","Decreasing","Weak","Moderate","Average","Some","Neutral","DecCapIncIns","CloseToDryAd","SVR","XNIL","Steep","E","Instability","WeakUp","WidespdDnsl","Neutral","Cloudy","PC","Wet","Strong","CThruK","None"
"Unfavorable","Increasing","Dry","Westerly","StronUp","NegToPos","WeakPos","Weak","MoreUnstable","XNIL","WeakUp","StrongWest","ACEFK","NWQuad","WeakUp","CDEJ","MoreThanAve","LowEvrywhere","PartInhibit","Cloudy","May15_Jun14","Weak","N1GtLIGt_4","MoreUnstable","Weak","Cloudy","Other","PartInhibit","Neutral","SIG","OtherRapid","Neutral","E_W_S","C","Increasing","None","None","Average","Some","Dry","IncCapDecIns","Steep","SIG","XNIL","CloseToDryAd","C","Stability","WeakUp","LongAnticyc","Dry","Cloudy","Cloudy","Dry","Weak","CThruK","Moving"
"Strong","Increasing","VeryMoist","Westerly","StronUp","PosToNeg","Neutral","Weak","MoreUnstable","SIG","StrongUp","Westerly","ACEFK","AllElse","Neutral","K","Average","Other","PartInhibit","Clear","Jun15_Jul1","None","N1GtLIGt_4","MoreUnstable","Strong","Clear","DryMMoistL","Stifling","Neutral","SVR","NoMajor","Neutral","DryLine","K","LittleChange","Weak","Slight","Average","Some","Dry","LittleChange","Stable","SVR","SVR","Steep","K","Instability","Neutral","WidespdDnsl","Dry","Clear","Clear","Dry","Strong","CThruK","QStationary"
